"FDT_STA_ID","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","FDT_SPG_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","Huc6_Vahu6","STA_CBP_NAME"
"2-POL008.53","AWTSHD","STREAM","SCRO","Blue Ridge","PEDLAR R., RT 610",10125,"TM","AMBNT",37.60027778,-79.26388889,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Browns Creek-Pedlar River",20802030202,"Pedlar River-Browns Creek","JM-B","JM05",NA
"2-POL010.11","APROB","STREAM","SCRO","Blue Ridge","Below Rt. 640 Bridge",10125,"TM","AMBNT",37.61011111,-79.25310833,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Browns Creek-Pedlar River",20802030202,"Pedlar River-Browns Creek","JM-B","JM05","VAEQ99-194"
"2-POL017.59","SSTUDY","RESERV","SCRO","Blue Ridge","PEDLAR RIVER RESERVOIR",2,"RL","AMBNT",37.66944445,-79.27666667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Lynchburg Reservoir-Pedlar River",20802030201,"Pedlar River-Lynchburg Reservoir","JM-B","JM04",NA
"2-POL028.68","AWTSHD","STREAM","SCRO","Blue Ridge","FR 76",2,"AW","AMBNT",37.746,-79.269,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Lynchburg Reservoir-Pedlar River",20802030201,"Pedlar River-Lynchburg Reservoir","JM-B","JM04",NA
"2-POT000.12","ATRND","STREAM","WCRO","Blue Ridge","RT. 18 BRIDGE",2,"TR","AMBNT",37.75166667,-79.99694444,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Hays Creek-Potts Creek",20802010405,"Potts Creek-Hays Creek","JU-D","JU20",NA
"2-POT007.48","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 18 bridge at gaging station",2,"TM","AMBNT",37.72852778,-80.04231389,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Cast Steel Run-Potts Creek",20802010404,"Potts Creek-Cast Steel Run","JU-D","JU19",NA
"2-POT030.66","AWTSHD","STREAM","WCRO","Blue Ridge","Above Rt. 18 Bridge near campsite",2,"AW","AMBNT",37.60083333,-80.21861111,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Mill Branch-Potts Creek",20802010403,"Potts Creek-Mill Branch","JU-D","JU18",NA
"2-PRB000.53","BIOMON","STREAM","SCRO","Blue Ridge","Plain Run Br @ Rte 627",2,"RB","AMBNT",37.3746,-78.792,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Wolf Creek-Appomattox River",20802070201,"Appomattox River-Wolf Creek","JA-B","JA01",NA
"2-PTR007.37","SSTUDY","STREAM","WCRO","Blue Ridge","At Elmore Trail off USFS Rd. 184",2,"RB","AMBNT",37.60940833,-79.91268056,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Patterson Creek",20802011204,"Patterson Creek","JU-L","JU49","USFS6579"
"2-PTR008.43","SSTUDY","STREAM","WCRO","Blue Ridge","At Helms Trail off USFS Rd 184",2,"RB","AMBNT",37.60339167,-79.92656667,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Patterson Creek",20802011204,"Patterson Creek","JU-L","JU49","USFS 6580"
"2-PUM000.29","AWTSHD","STREAM","SCRO","Blue Ridge","Plum Cr @ rt 651 dwns of conf  w/ Harris",2,"AW","AMBNT",37.33694444,-78.52416667,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Ducker Creek-Appomattox River",20802070205,"Appomattox River-Ducker Creek","JA-B","JA05",NA
"2-RBT000.59","BIOMON","STREAM","SCRO","Blue Ridge","Roberts Creek @ Forest Road 315",2,"RB","AMBNT",37.71602778,-79.29619444,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Lynchburg Reservoir-Pedlar River",20802030201,"Pedlar River-Lynchburg Reservoir","JM-B","JM04",NA
"2-RED000.16","SSTUDY","STREAM","WCRO","Blue Ridge","OFF ROUTE 501 - BEDFORD COUNTY",2,"AW","AMBNT",37.52388889,-79.35166667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Reed Creek",20802030102,"Reed Creek","JM-A","JM02",NA
"2-RED003.65","APROB","STREAM","WCRO","Blue Ridge","Downstream of Rt. 637 Crossing",2,"FP","AMBNT",37.50894167,-79.38351389,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Reed Creek",20802030102,"Reed Creek","JM-A","JM02","VAEQ99-489"
"2-RED008.96","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Rt. 640",2,"RB","AMBNT",37.49856111,-79.44796111,2,"Mid Atlantic","James River Basin","UPPER ROANOKE",2080203,"Middle James Buffalo","Reed Creek",20802030102,"Reed Creek","JM-A","JM02",NA
"2-RGH000.35","AWTSHD","STREAM","SCRO","Blue Ridge","Rt. 627 bridge",2,"RB","AMBNT",37.33583333,-78.69611111,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Suanee Creek-Appomattox River",20802070202,"Appomattox River-Suanee Creek","JA-B","JA02",NA
"2-RKI003.40","SSTUDY","STREAM","SCRO","Blue Ridge","RT. 723 BRIDGE - BUCKINGHAM COUNTY",2,"AW","AMBNT",37.73427778,-78.55547222,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Rock Island Creek-James River",20802031102,"James River-Rock Island Creek","JM-K","JM43",NA
"2-RLD000.48","AWTSHD","STREAM","SCRO","Blue Ridge","Reynolds Creek @ Rt. 615 Bridge",2,"RB","AMBNT",37.60916667,-78.21166667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Trice Lake-Willis River",20802050303,"Willis River-Trice Lake","JM-R","JM70",NA
"2-RND004.39","AWTSHD","STREAM","SCRO","Blue Ridge","Randolph Creek @ Rt. 717",2,"IM","AMBNT",37.63083333,-78.28166667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Randolph Creek",20802050302,"Randolph Creek","JM-R","JM69",NA
"2-RTD003.08","BIOMON","STREAM","SCRO","Blue Ridge","BELOW AMHERST STP OUTFALL - AMHERST - CO",10120,"TM","AMBNT",37.58194444,-79.0275,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Rutledge Creek",20802030603,"Rutledge Creek","JM-F","JM30",NA
"2-RTD003.30","SSTUDY","STREAM","SCRO","Blue Ridge","ABOVE AMHERST STP OUTFALL - AMHERST - CO",10120,"TM","AMBNT",37.58388889,-79.03083333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Rutledge Creek",20802030603,"Rutledge Creek","JM-F","JM30",NA
"2-RTD007.61","TMDL","STREAM","SCRO","Blue Ridge","Rutledge Creek at Sweetbriar entrance",10120,"TM","AMBNT",37.553,-79.072,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Rutledge Creek",20802030603,"Rutledge Creek","JM-F","JM30",NA
"2-SCM000.23","SSTUDY","STREAM","SCRO","Blue Ridge","SYCAMORE CREEK, RT. 601 BRIDGE",2,"RB","AMBNT",37.67861111,-78.66583333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Sycamore Creek-James River",20802030804,"James River-Sycamore Creek","JM-H","JM35",NA
"2-SDY003.00","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 460 BRIDGE (NORTH LANE)",2,"AW","AMBNT",37.27583333,-78.32166667,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Sandy River",20802070305,"Bush River-Sandy River","JA-C","JA14",NA
"2-SDY004.27","AWTSHD","RESERV","SCRO","Blue Ridge","SANDY RIVER, RESERVOIR, NEAR DAM",2,"RL","AMBNT",37.25888889,-78.31777778,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Sandy River",20802070305,"Bush River-Sandy River","JA-C","JA14",NA
"2-SDY005.85","AWTSHD","RESERV","SCRO","Blue Ridge","SANDY RIVER, RESRVOIR, UPPER LAKE STATIO",2,"RL","AMBNT",37.23805556,-78.31638889,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Sandy River",20802070305,"Bush River-Sandy River","JA-C","JA14",NA
"2-SHS001.00","AWTSHD","RESERV","SCRO","Blue Ridge","STONEHOUSE CREEK RESERVOIR-STA 100 FT FR",2,"RL","AMBNT",37.67277778,-79.12,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Stonewall Creek-Buffalo River",20802030602,"Buffalo River-Stonewall Creek","JM-F","JM29",NA
"2-SKG001.04","AWTSHD","STREAM","WCRO","Blue Ridge","LOWER FORD, NEAR GALA - BOTETOURT COUNTY",2,"AW","AMBNT",37.69194444,-79.80138889,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Sinking Creek",20802010902,"Sinking Creek","JU-I","JU38",NA
"2-SLT003.68","ATRND","STREAM","SCRO","Blue Ridge","RT. 676 BRIDGE",2,"TR","AMBNT",37.70266667,-78.37675,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Hunts Creek-Slate River",20802031403,"Slate River-Hunts Creek","JM-N","JM57","2-SLT003.88"
"2-SLT014.52","AWTSHD","STREAM","SCRO","Blue Ridge","SLATE R., RT 622",2,"RB","AMBNT",37.64555556,-78.45333333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Sharps Creek-Slate River",20802031402,"Slate River-Sharps Creek","JM-N","JM56",NA
"2-SLT024.72","SSTUDY","STREAM","SCRO","Blue Ridge","Slate River @ Rt. 649",2,"IM","AMBNT",37.5925,-78.53,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Horsepen Creek-Slate River",20802031303,"Slate River-Horsepen Creek","JM-M","JM53",NA
"2-SMH005.09","BIOMON","STREAM",NA,"Blue Ridge","Smith Creek along Rt. 606",2,"RB","AMBNT",37.85884722,-79.86570833,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Smith Creek-Jackson River",20802010507,"Jackson River-Smith Creek","JU-E","JU24",NA
"2-SPA001.46","SSTUDY","STREAM","SCRO","Blue Ridge","SPRING CREEK, RT. 700 BRIDGE",2,"IM","AMBNT",37.23277778,-78.52027778,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Spring Creek",20802070101,"Spring Creek","JA-A","JA06",NA
"2-SSC000.25","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 603 BRIDGE AT EARLEHURST",2,"AW","AMBNT",37.66833333,-80.23694445,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Sweet Springs Creek-Cove Creek",20802010301,"Cove Creek-Sweet Springs Creek","JU-C","JU12",NA
"2-STW001.72","AWTSHD","STREAM","SCRO","Blue Ridge","Stonewall Cr @ rt 605",2,"AW","AMBNT",37.45916667,-78.95833333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Stonewall Creek-James River",20802030402,"James River-Stonewall Creek","JM-D","JM14",NA
"2-STW004.84","APROB","STREAM","SCRO","Blue Ridge","Stonewall Cr just upstream of Rt 611",2,"FP","AMBNT",37.42569444,-78.97408333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Stonewall Creek-James River",20802030402,"James River-Stonewall Creek","JM-D","JM14",NA
"2-SUA001.54","AWTSHD","STREAM","SCRO","Blue Ridge","SUANEE CR., RT 627",2,"RB","AMBNT",37.33444444,-78.66722222,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Suanee Creek-Appomattox River",20802070202,"Appomattox River-Suanee Creek","JA-B","JA02",NA
"2-SUA003.80","AWTSHD","STREAM","SCRO","Blue Ridge","Suanee Cr @ rt 619",2,"AW","AMBNT",37.31305556,-78.70888889,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Suanee Creek-Appomattox River",20802070202,"Appomattox River-Suanee Creek","JA-B","JA02",NA
"2-SYL001.26","SSTUDY","STREAM","SCRO","Blue Ridge","RT. 619 BRIDGE",2,"TM","AMBNT",37.32666667,-78.25944444,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Saylers Creek",20802070401,"Saylers Creek","JA-D","JA15",NA
"2-TBM000.92","AWTSHD","RESERV","SCRO","Blue Ridge","SLATE RIVER DAM #2 SCS IMPOUNDMENT",2,"RL","AMBNT",37.56805556,-78.53972222,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Horsepen Creek-Slate River",20802031303,"Slate River-Horsepen Creek","JM-M","JM53",NA
"2-TNR000.25","AWTSHD","STREAM","SCRO","Blue Ridge","Turner Cr @ rt 739 Boxwood Farm Rd",2,"AW","AMBNT",37.59888889,-78.99583333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Stonewall Creek-Buffalo River",20802030602,"Buffalo River-Stonewall Creek","JM-F","JM29",NA
"2-TPN003.59","SSTUDY","STREAM","SCRO","Blue Ridge","TURPIN CR @ RT 631",2,"FP","AMBNT",37.5925,-78.48083333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Joshua Creek-Slate River",20802031401,"Slate River-Joshua Creek","JM-N","JM55",NA
"2-TRH000.40","AWTSHD","RESERV","SCRO","Blue Ridge","THRASHERS CREEK RESERVOIR-STA 100' FROM",2,"RL","AMBNT",37.66944445,-79.1375,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","North Fork Buffalo River-Buffalo River",20802030601,"Buffalo River-North Fork Buffalo River","JM-F","JM28",NA
"2-TTC001.14","SSTUDY","STREAM","WCRO","Blue Ridge","Rt. 620 near AT",2,"RB","AMBNT",37.39020556,-80.19619722,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Trout Creek-Craig Creek",20802011001,"Craig Creek-Trout Creek","JU-J","JU41",NA
"2-VNS000.31","AWTSHD","STREAM","SCRO","Blue Ridge","Rt. 609 Bridge near conf. w/ Appomattox",2,"RB","AMBNT",37.35166667,-78.56027778,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Vaughans Creek",20802070204,"Vaughans Creek","JA-B","JA04",NA
"2-VNS003.75","AWTSHD","STREAM","SCRO","Blue Ridge","Vaughans Cr @ rt 626",2,"AW","AMBNT",37.35222222,-78.59916667,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Vaughans Creek",20802070204,"Vaughans Creek","JA-B","JA04",NA
"2-VNS007.73","AWTSHD","STREAM","SCRO","Blue Ridge","Vaughans Cr @ rt 627 dwnstr side",2,"AW","AMBNT",37.31388889,-78.63333333,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Vaughans Creek",20802070204,"Vaughans Creek","JA-B","JA04",NA
"2-WDY003.04","APROB","STREAM","SCRO","Blue Ridge","WOODY CREEK, RT. 607 BRIDGE",7114,"TM","AMBNT",37.17222222,-78.00972222,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Deep Creek",20802070701,"Deep Creek-Little Creek","JA-G","JA29",NA
"2-WIC000.40","AWTSHD","STREAM","SCRO","Blue Ridge","ROUTE 605 BRIDGE, NEAR RIVERVILLE-APPOMA",2,"AW","AMBNT",37.50666667,-78.89777778,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Wreck Island Creek",20802030404,"Wreck Island Creek","JM-D","JM16",NA
"2-WIC005.69","BIOMON","STREAM","SCRO","Blue Ridge","Wreck Island Ck @ Rte 683",2,"RB","AMBNT",37.4747,-78.8972,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Wreck Island Creek",20802030404,"Wreck Island Creek","JM-D","JM16",NA
"2-WKF000.72","AWTSHD","STREAM","SCRO","Blue Ridge","Walker Ford Cr @ Rt 622",2,"AW","AMBNT",37.50777778,-78.93666667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Christian Mill Creek-James River",20802030403,"James River-Christian Mill Creek","JM-D","JM15",NA
"2-WLN000.36","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 632 Br. (Golf Course View)",2,"AW","AMBNT",37.81888889,-79.79777778,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Wilson Creek",20802010506,"Wilson Creek","JU-E","JU23",NA
"2-WLS004.27","ATRND","STREAM","SCRO","Blue Ridge","WILLIS R @ Rt. 605 BRIDGE",2,"TR","AMBNT",37.68833333,-78.14361111,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Trice Lake-Willis River",20802050303,"Willis River-Trice Lake","JM-R","JM70",NA
"2-WLS021.48","AWTSHD","STREAM","SCRO","Blue Ridge","Willis R @ rt 696",2,"AW","AMBNT",37.59111111,-78.25833333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Bonbrook Creek-Willis River",20802050301,"Willis River-Bonbrook Creek","JM-R","JM68",NA
"2-WLS023.10","APROB","STREAM","SCRO","Blue Ridge","Willis R 0.1 mile upstr of Buck & Game",2,"FP","AMBNT",37.57308333,-78.26808333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Bonbrook Creek-Willis River",20802050301,"Willis River-Bonbrook Creek","JM-R","JM68",NA
"2-WLS025.32","ATRND","STREAM","SCRO","Blue Ridge","WILLIS R @ Rt. 622 BRIDGE",2,"TR","AMBNT",37.55472222,-78.28888889,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Bonbrook Creek-Willis River",20802050301,"Willis River-Bonbrook Creek","JM-R","JM68",NA
"2-WLS038.90","AWTSHD","STREAM","SCRO","Blue Ridge","Willis R @ rt 634 salem church rd",2,"AW","AMBNT",37.44,-78.36083333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Buffalo Creek-Willis River",20802050204,"Willis River-Buffalo Creek","JM-Q","JM66",NA
"2-WLS042.78","ATRND","STREAM","SCRO","Blue Ridge","Willis River @ rt 600",2,"TR","AMBNT",37.43583333,-78.40833333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Whispering Creek-Willis River",20802050202,"Willis River-Whispering Creek","JM-Q","JM64",NA
"2-WLS055.54","SSTUDY","STREAM","SCRO","Blue Ridge","Willis River @ Rt. 637",2,"AW","AMBNT",37.44111111,-78.5375,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Bishop Creek-Willis River",20802050201,"Willis River-Bishop Creek","JM-Q","JM63",NA
"2-WLS057.34","SSTUDY","STREAM","SCRO","Blue Ridge","Willis River @ Rt. 638",2,"RB","AMBNT",37.43555556,-78.56666667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Bishop Creek-Willis River",20802050201,"Willis River-Bishop Creek","JM-Q","JM63",NA
"2-WSP001.95","AWTSHD","STREAM","SCRO","Blue Ridge","Whispering Cr @ rt 654",2,"AW","AMBNT",37.45777778,-78.39666667,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-WILLIS",2080205,"Middle James Willis","Whispering Creek-Willis River",20802050202,"Willis River-Whispering Creek","JM-Q","JM64",NA
"2-WTN002.08","APROB","STREAM","WCRO","Blue Ridge","Walton Fork DS of Rt 658",2,"FP","AMBNT",37.615088,-78.552507,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Ripley Creek-Walton Fork",20802031304,"Walton Fork-Ripley Creek","JM-M","JM54",NA
"2-WTN002.50","SSTUDY","STREAM","SCRO","Blue Ridge","Walton Fork @ Rt 658",2,"RB","AMBNT",37.61444445,-78.55472222,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Ripley Creek-Walton Fork",20802031304,"Walton Fork-Ripley Creek","JM-M","JM54",NA
"2-XEP000.44","AWTSHD","RESERV","SCRO","Blue Ridge","GOODWIN LAKE-NEAR DAM-PRINCE EDWARD CO",2,"RL","AMBNT",37.17416667,-78.28138889,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Sandy River",20802070305,"Bush River-Sandy River","JA-C","JA14",NA
"2-XFT000.62","TMDL","STREAM","PRO","Blue Ridge","West UT to Winningham Cr at Rt. 632",7114,"TM","AMBNT",37.16588889,-78.09747222,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Deep Creek",20802070701,"Deep Creek-Little Creek","JA-G","JA29",NA
"2-XRA000.47","APROB","STREAM","WCRO","Blue Ridge","Upstream of Rt. 617",NA,"FP","AMBNT",37.5532,-80.11986667,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Barbours Creek",20802011202,"Barbours Creek","JU-L","JU47","VARS11-225"
"2-XSP000.97","APROB","STREAM","WCRO","Blue Ridge","North of Longdale Furnace",2,"FP","AMBNT",37.8307,-79.6771,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Simpson Creek-Cowpasture River",20802010803,"Cowpasture River-Simpson Creek","JU-H","JU36","VARS11-124"
"2-XUL000.10","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Rt. 11",2,"RB","AMBNT",37.4606,-79.81906944,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Mill Creek-Looney Creek",20802011403,"Looney Creek-Mill Creek","JU-N","JU55",NA
"2-XWQ000.02","BIOMON","STREAM","WCRO","Blue Ridge","Above Confluence with Reed Creek",2,"RB","AMBNT",37.50831667,-79.38367222,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Reed Creek",20802030102,"Reed Creek","JM-A","JM02",NA
"2-XZN001.15","TMDL","STREAM","PRO","Blue Ridge","East UT to Winningham Cr at Rt. 632",7114,"TM","AMBNT",37.16305556,-78.08897222,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Deep Creek",20802070701,"Deep Creek-Little Creek","JA-G","JA29",NA
"2-XZQ000.76","SSTUDY","STREAM","WCRO","Blue Ridge","60 m upstr of Enterprise Rd, beyond gate",2,"RB","AMBNT",37.47605,-80.11728056,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Broad Run-Craig Creek",20802011003,"Craig Creek-Broad Run","JU-J","JU43",NA
"2-YST000.64","APROB","STREAM","WCRO","Blue Ridge","Off Jennings Cr Rd 9Rt 614)",NA,"FP","AMBNT",37.50669444,-79.629,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","North Creek-Jennings Creek",20802011502,"Jennings Creek-North Creek","JU-O","JU57","VARS11-305"
"2-ZAE000.24","SSTUDY","STREAM","WCRO","Blue Ridge","Along trail to Morning Knob",2,"RB","AMBNT",37.66944445,-80.08472222,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Cast Steel Run-Potts Creek",20802010404,"Potts Creek-Cast Steel Run","JU-D","JU19",NA
"2BACH000.09","AWTSHD","STREAM","SCRO","Blue Ridge","Route 609",2,"AW","AMBNT",37.39305556,-79.04,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Archer Creek-James River",20802030401,"James River-Beck Creek","JM-D","JM13",NA
"2BANC000.09","AWTSHD","STREAM","SCRO","Blue Ridge","Rte 622",2,"AW","AMBNT",37.546,-78.869,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Allens Creek-James River",20802030405,"James River-Allens Creek","JM-D","JM17",NA
"2BBKF002.05","BIOMON","STREAM","SCRO","Blue Ridge","Blackfoot Creek @ Rte 665",2,"RB","AMBNT",37.44177778,-78.87219444,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Wreck Island Creek",20802030404,"Wreck Island Creek","JM-D","JM16",NA
"2BBYN000.59","BIOMON","STREAM","SCRO","Blue Ridge","upstream of Rte 633",2,"RB","AMBNT",37.53966667,-78.55313889,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Horsepen Creek-Slate River",20802031303,"Slate River-Horsepen Creek","JM-M","JM53",NA
"2BECH000.53","BIOMON","STREAM","SCRO","Blue Ridge","upstream of FR 39",2,"RB","AMBNT",37.661,-79.29422222,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Browns Creek-Pedlar River",20802030202,"Pedlar River-Browns Creek","JM-B","JM05",NA
"2BFSP001.09","APROB","STREAM",NA,"Blue Ridge","Fishpond Ck DS of state forest US of 617",2,"FP","AMBNT",37.366806,-78.654028,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Fishpond Creek-Appomattox River",20802070203,"Appomattox River-Fishpond Creek","JA-B","JA03",NA
"2BFWN000.66","BIOMON","STREAM","SCRO","Blue Ridge","Fawn Ck @ Rte 130",2,"RB","AMBNT",37.47619722,-79.15359722,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Harris Creek",20802030302,"Harris Creek","JM-C","JM08",NA
"2BHAZ008.29","APROB","STREAM","SCRO","Blue Ridge","Route 675 (Winesap Road)",2,"PA","AMBNT",37.4934,-79.15263889,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Harris Creek",20802030302,"Harris Creek","JM-C","JM08",NA
"2BHAZ008.51","APROB","STREAM","SCRO","Blue Ridge","Harris Cr above rt 675 (winesap Rd)",2,"FP","AMBNT",37.49619444,-79.1515,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Harris Creek",20802030302,"Harris Creek","JM-C","JM08",NA
"2BHOX000.62","BIOMON","STREAM","SCRO","Blue Ridge","Rte. 638 US of Bryant Creek confluence",2,"RB","AMBNT",37.54330556,-78.56194444,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Horsepen Creek-Slate River",20802031303,"Slate River-Horsepen Creek","JM-M","JM53",NA
