"ID305B_1","ID305B_2","ID305B_3","DEPTH","STATION_ID","REGION","STATION_TYPE_1","STATION_TYPE_2","STATION_TYPE_3","STATION_LAT","STATION_LON","WATERSHED_ID","VAHU6","TEMP_VIO","TEMP_SAMP","TEMP_STAT","DO_VIO","DO_SAMP","DO_STAT","PH_VIO","PH_SAMP","PH_STAT","ECOLI_VIO","ECOLI_SAMP","ECOLI_STAT","ENTER_SAMP","ENTER_VIO","ENTER_STAT","WAT_MET_VIO","WAT_MET_STAT","WAT_TOX_VIO","WAT_TOX_STAT","SED_MET_VIO","SED_MET_STAT","SED_TOX_VIO","SED_TOX_STAT","FISH_MET_VIO","FISH_MET_STAT","FISH_TOX_VIO","FISH_TOX_STAT","BENTHIC_STAT","NUT_TP_VIO","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_VIO","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS"
"VAW-L06R_BAA04A00",,,"S","4ABAA017.14","BRRO","B",,,"37.19333333","-80.00016667","L06","RU15",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L06R_BAA05A08",,,"S","4ABAA023.07","BRRO","B","SS",,"37.19806111","-80.07778056","L06","RU15",0,6,"S",0,6,"S",1,6,"Review",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L71R_BAN04A00","VAW-L71R_BAN05A00","VAW-L71R_BAN06A08","S","4ABAN005.58","BRRO","A","TR",,"36.74555556","-78.84194444","L71","RD67",0,36,"S",0,36,"S",0,36,"S",12,36,"Review",6,3,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L67R_BAN02A04","VAW-L67R_BAN03A04",,"S","4ABAN039.76","BRRO","A","TM","B,TR","36.91138889","-79.18305556","L67","RD60",0,36,"S",0,36,"S",0,36,"S",7,35,"Review",5,4,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L67R_BAN04A08",,,"S","4ABAN053.77","BRRO","TM",,,"36.82722222","-79.31944444","L67","RD58",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L67R_BAN04A08",,,"S","4ABAN057.85","BRRO","FPM",,,"36.80458333","-79.33558333","L67","RD58",0,1,"S",0,1,"S",0,1,"S",0,1,"S",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,1,,,1,,"Not Analyzed by App"
"VAW-L65R_BAN03A00","VAW-L65R_BAN04A00",,"S","4ABAN070.20","BRRO","A","TM",,"36.77190555","-79.46223333","L65","RD52",0,12,"S",0,12,"S",0,12,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L70R_BAR01A06",,,"S","4ABAR000.32","BRRO","B",,,"36.76030556","-79.20194444","L70","RD63",0,3,"S",0,3,"S",0,3,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L53R_BAU01A06",,,"S","4ABAU000.25","BRRO","TM","B",,"36.69148055","-79.9067","L53","RD24",0,18,"S",0,17,"S",0,18,"S",4,13,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,14,,,14,,"Not Analyzed by App"
"VAW-L53R_BAU01A06",,,"S, M, B","4ABAU005.34","BRRO",,,,"36.74444444","-79.87527778","L53","RD24",0,117,"S",15,117,"Review",0,26,"S",0,14,"S",,,,,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,28,,,28,,"Not Analyzed by App"
"VAW-L53R_BAU02A06",,,"S, B","4ABAU011.17","BRRO","FPM",,,"36.78152778","-79.83454722","L53","RD24",0,7,"S",0,7,"S",0,7,"S",3,3,"Review",3,3,"Review",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,6,,,6,,"Not Analyzed by App"
"VAW-L36R_BCD01A08",,,"S","4ABCD001.70","BRRO","A","B",,"36.96111111","-78.8175","L36","RU75",0,11,"S",0,11,"S",0,11,"S",3,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L08R_BCE01A08",,,"S","4ABCE001.32","BRRO","B","TM",,"37.04836111","-79.95258056","L08","RU22",0,14,"S",0,14,"S",0,14,"S",7,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L07R_BDA01A00",,,"S","4ABDA003.63","BRRO","TM","TR",,"37.225","-79.75055556","L07","RU17",0,12,"S",0,12,"S",0,12,"S",4,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L67R_BDB01A08",,,"S","4ABDB000.75","BRRO","A","B",,"36.87777778","-79.05416667","L67","RD62",0,13,"S",0,13,"S",0,13,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L67R_BDB01A08",,,"S","4ABDB004.35","BRRO","FPM",,,"36.90558333","-79.04608333","L67","RD62",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L75R_BEE01A98",,,"S","4ABEE000.80","BRRO","A","B",,"36.54361111","-78.62444444","L75","RL01",0,15,"S",0,15,"S",0,15,"S",4,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,11,,,11,,"Not Analyzed by App"
"VAW-L63R_BIR01A98",,,"S","4ABIR004.22","BRRO","TM","B",,"36.69222222","-79.10666667","L63","RD47",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L63R_BIR01A98",,,"S","4ABIR011.55","BRRO","A","TM","B","36.70305556","-79.21777778","L63","RD47",0,14,"S",0,14,"S",0,14,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L65R_BKN01A00",,,"S","4ABKN000.52","BRRO","A","B",,"36.77694444","-79.45916667","L65","RD53",0,5,"S",0,5,"S",0,5,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L65R_BKN01A00",,,"S","4ABKN008.08","BRRO",,,,"36.86378056","-79.49775","L65","RD53",0,12,"S",0,12,"S",0,12,"S",8,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L65R_BKN01A00",,,"S","4ABKN008.26","BRRO","FPM","B",,"36.86619444","-79.49858333","L65","RD53",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L40R_BLE01A06",,,"S","4ABLE001.21","BRRO","SS","B",,"36.84388889","-78.62055556","L40","RU87",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L01R_BLG01A10",,,"S","4ABLG000.24","BRRO","PA",,,"37.13872222","-80.16611111","L01","RU02",1,13,"S",0,13,"S",1,13,"S",0,13,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,13,,,13,,"Not Analyzed by App"
"VAW-L01R_BLG01A10",,,"S","4ABLG001.95","BRRO","FPM",,,"37.1527","-80.176","L01","RU02",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAC-L74R_BLU01A08",,,"S","4ABLU002.02","BRRO","A",,,"36.60361111","-78.82555555","L74","RD73",0,11,"S",2,11,"Review",0,11,"S",2,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L76L_BMA01A06","VAW-L76R_BMA01A06",,"S","4ABMA002.00","BRRO","A","TR",,"36.64027778","-78.64861111","L76","RD77",0,36,"S",0,36,"S",0,36,"S",4,36,"Review",12,6,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L76R_BMA01A06",,,"S","4ABMA005.64","BRRO","B",,,"36.60051944","-78.66453889","L76","RD77",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L76R_BMA01A06",,,"S","4ABMA006.65","BRRO","RB",,,"36.58769722","-78.66495833","L76","RD77",0,2,"S",1,2,"Review",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L73R_BMN01A18",,,"S","4ABMN000.65","BRRO","B",,,"36.57458889","-78.73965833","L73","RD75",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L40R_BNN01A06",,,"S","4ABNN001.85","BRRO","TM","SS","B","36.80083333","-78.64305556","L40","RU87",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L40R_BNN01A06",,,"S","4ABNN002.17","BRRO","B",,,"36.79988889","-78.63827778","L40","RU87",0,6,"S",0,6,"S",0,6,"S",1,3,"Review",3,3,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,6,,,6,,"Not Analyzed by App"
"VAW-L08R_BNR01A00",,,"S","4ABNR000.40","BRRO","A","B","TR","37.03027778","-80.02666667","L08","RU20",0,38,"S",0,38,"S",0,38,"S",16,34,"Review",6,4,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L08R_BNR01A00",,,"S","4ABNR001.53","BRRO","B","TM",,"37.025","-80.0267","L08","RU20",1,2,"Review",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L21R_BOE01A08","VAW-L21R_BOE02A08",,"S","4ABOE004.86","BRRO","B","TM",,"37.30955555","-79.71688889","L21","RU40",0,16,"S",0,16,"S",0,16,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,14,,,14,,"Not Analyzed by App"
"VAW-L21R_BOE01A08","VAW-L21R_BOE02A08",,"S","4ABOE005.27","BRRO","FPM",,,"37.3111","-79.7215","L21","RU40",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L28R_BOR01A00",,,"S","4ABOR000.62","BRRO","A","TM","TR,B","37.13888889","-79.24416667","L28","RU59",0,36,"S",0,36,"S",0,36,"S",10,35,"Review",11,7,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L28R_BOR01A00","VAW-L28R_BOR02A00","VAW-L28R_BOR03A00","S","4ABOR012.18","BRRO","C",,,"37.20805555","-79.30277778","L28","RU57",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L27R_BOR01A00","VAW-L27R_BOR02A00",,"S","4ABOR016.26","BRRO","A","TM",,"37.24555556","-79.34944445","L27","RU55",0,24,"S",0,23,"S",0,24,"S",12,23,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,24,,,24,,"Not Analyzed by App"
"VAW-L25R_BOR01A02",,,"S","4ABOR024.46","BRRO","A",,,"37.30866667","-79.39388889","L25","RU52",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L23R_BOR01A02","VAW-L23R_BOR02A02","VAW-L23R_BOR03A02","S","4ABOR033.22","BRRO","A","B",,"37.38507778","-79.46313056","L23","RU49",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L75R_BPC01A04",,,"S","4ABPC003.14","BRRO","TM",,,"36.59388889","-78.57944444","L75","RL03",0,12,"S",1,12,"S",0,12,"S",1,11,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L08R_BSF01A00","VAW-L08R_BSF02A00",,"S","4ABSF001.15","BRRO","TM","TR",,"37.01305556","-80.03444445","L08","RU21",4,36,"Review",0,36,"S",0,36,"S",27,36,"Review",6,5,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L77R_BST01A98",,,"S","4ABST009.45","BRRO","FPM",,,"36.73188889","-78.617","L77","RU91",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L77R_BST01A98",,,"S","4ABST013.64","BRRO","B",,,"36.77497222","-78.58883333","L77","RU91",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L77R_BST02A06",,,"S","4ABST017.09","BRRO","A",,,"36.81083333","-78.57722222","L77","RU91",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L62R_BTC01A08",,,"S","4ABTC000.60","BRRO","A",,,"36.64777778","-79.09916667","L62","RD46",0,12,"S",0,12,"S",0,12,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L01R_BTM01A06","VAW-L01R_BTM02A06",,"S","4ABTM000.04","BRRO","A",,,"37.1017","-80.2194","L01","RU02",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L01R_BTM03A06","VAW-L01R_BTM02A06",,"S","4ABTM004.48","BRRO","B",,,"37.1315","-80.18030556","L01","RU02",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L37R_BUB01A06",,,"S","4ABUB000.06","BRRO","A","TM","B","37.20333333","-78.73472222","L37","RU76",0,14,"S",0,14,"S",0,14,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L27R_BWA01A18",,,"S","4ABWA002.00","BRRO","A","B",,"37.25201667","-79.32430833","L27","RU56",0,30,"S",0,29,"S",0,30,"S",8,24,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,24,,,24,,"Not Analyzed by App"
"VAW-L27R_BWA02A18","VAW-L27R_BWA01A18",,"S","4ABWA008.53","BRRO","FPM","B",,"37.28941111","-79.27303889","L27","RU56",0,3,"S",0,3,"S",0,3,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L38R_BWC01A06",,,"S","4ABWC001.00","BRRO","A","TM",,"36.88555556","-78.71388889","L38","RU80",0,9,"S",0,9,"S",1,9,"Review",4,9,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,9,,,9,,"Not Analyzed by App"
"VAW-L10R_BWR01A00","VAW-L10R_BWR02A00","VAW-L10L_BWR03A10","S","4ABWR019.75","BRRO","A","C","TR","37.05611111","-79.75944444","L10","RU24",0,36,"S",0,36,"S",0,36,"S",12,36,"Review",6,2,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L08R_BWR01A00","VAW-L08R_BWR01B06",,"S","4ABWR029.51","BRRO","A","B",,"37.04921667","-79.8299","L08","RU22",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L08R_BWR03A00","VAW-L08R_BWR04A00","VAW-L08R_BWR02A00","S","4ABWR045.80","BRRO","A","B","TR","37.03444444","-79.90972222","L08","RU22",0,41,"S",0,41,"S",0,41,"S",16,35,"Review",5,4,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,35,,,35,,"Not Analyzed by App"
"VAW-L08R_BWR04A00","VAW-L08R_BWR05A00",,"S","4ABWR054.81","BRRO","A","TM","TR","37.01833333","-79.96222222","L08","RU22",0,36,"S",0,36,"S",0,36,"S",19,36,"Review",6,6,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L08R_BWR05A00",,,"S","4ABWR061.20","BRRO","A","B","TM,TR","37.02472222","-80.02333333","L08","RU22",0,38,"S",0,38,"S",0,38,"S",21,36,"Review",6,3,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L67R_BYE01A08",,,"S","4ABYE000.85","BRRO","A","B",,"36.8525","-79.0575","L67","RD62",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L62R_BYR01A04",,,"S","4ABYR002.13","BRRO","SS",,,"36.62305556","-79.14055555","L62","RD46",0,12,"S",0,12,"S",0,12,"S",3,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L62R_BYR01A04",,,"S","4ABYR002.47","BRRO","FPM",,,"36.62552778","-79.14438889","L62","RD46",0,2,"S",0,2,"S",0,2,"S",0,1,"S",,,,0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAC-L40R_CAR01A08",,,"S","4ACAR001.70","BRRO","A",,,"36.73861111","-78.65444445","L40","RU90",0,10,"S",1,10,"Review",0,10,"S",3,10,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,10,,,10,,"Not Analyzed by App"
"VAW-L57R_CAS01A00",,,"S","4ACAS001.92","BRRO","A",,,"36.54388889","-79.66222222","L57","RD31",0,1,"S",0,1,"S",0,1,"S",1,1,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,1,,,1,,"Not Analyzed by App"
"VAW-L57R_CAS01A00",,,"S","4ACAS003.45","BRRO","A","B",,"36.5595","-79.67980556","L57","RD31",0,22,"S",0,22,"S",0,22,"S",5,12,"Review",2,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,14,,,14,,"Not Analyzed by App"
"VAW-L36R_CBA01A06",,,"S","4ACBA000.22","BRRO","TM",,,"36.975","-78.89527778","L36","RU73",0,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L12R_XME01A02",,,"S","4ACCK004.26","BRRO","A",,,"37.09305556","-79.57944444","L12","RU27",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L18R_CEC01A10",,,"S","4ACEC001.24","BRRO","FPM",,,"36.98821111","-79.55127222","L18","RU37",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L13R_CLA01A10",,,"S","4ACLA000.88","BRRO","A",,,"37.01777778","-79.50694444","L13","RU28",0,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L74R_CLB01A06",,,"S","4ACLB001.00","BRRO","TM",,,"36.59138889","-78.89861111","L74","RD72",0,12,"S",5,12,"Review",0,12,"S",1,12,"S",,,,,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L74R_CLB01A06",,,"S","4ACLB004.14","BRRO","B",,,"36.57380556","-78.94213889","L74","RD72",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L74R_CLB01A06",,,"S","4ACLB005.17","BRRO","SS",,,"36.56888889","-78.9575","L74","RD72",0,6,"S",0,6,"S",0,6,"S",1,6,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,6,,,6,,"Not Analyzed by App"
"VAW-L22R_CMC01A12",,,"S","4ACMC001.58","BRRO","A",,,"37.12450555","-79.46836667","L22","RU44",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
